sblock_id,pop_n_family,pop_n_individuals,pop_f_below_1,pop_m_below_1,pop_f_1_to_4,pop_m_1_to_5,pop_f_5_to_11,pop_m_5_to_11,pop_f_12_to_17,pop_m_12_to_17,pop_f_18_to_59,pop_m_18_to_59,pop_f_60_plus,pop_m_60_plus
CXB-211_E064_05,130,596,9,10,38,46,67,64,38,39,145,120,9,12
CXB-211_E064_06,238,1091,16,18,70,84,122,117,70,72,266,219,16,22
CXB-211_F065_01,230,1012,13,16,77,73,106,116,62,65,249,200,16,19
CXB-211_F065_02,155,684,9,10,52,49,72,78,42,44,169,135,11,13
CXB-211_F065_03,106,465,6,7,35,33,49,53,29,30,114,92,7,9
CXB-211_F065_04,230,1012,13,16,77,73,106,116,62,65,249,200,16,19
CXB-211_F065_05,201,885,11,14,67,63,93,101,55,57,218,175,14,17
CXB-211_F065_06,145,640,8,10,49,46,67,73,39,41,158,127,10,12
CXB-212_A113_XX,1405,6203,88,115,438,462,652,674,399,383,1528,1225,99,140
CXB-212_B114_XX,1251,5409,87,97,342,382,594,634,325,378,1359,1044,69,98
CXB-212_C115_XX,1105,4641,60,84,354,378,525,519,243,289,1145,902,64,78
CXB-213_A066_01,113,532,9,8,36,39,55,61,32,35,132,105,9,11
CXB-213_A066_02,267,1252,20,19,86,91,129,144,76,82,312,246,21,27
CXB-213_A066_03,138,648,10,10,44,47,67,75,39,43,161,127,11,14
CXB-213_A066_04,203,952,15,14,65,69,98,110,58,63,237,187,16,20
CXB-213_A066_05,187,880,14,13,60,64,91,101,53,58,219,173,14,19
CXB-213_A066_06,142,667,11,10,46,48,69,77,40,44,166,131,11,14
CXB-213_B067_01,123,553,7,8,41,40,63,58,35,39,135,106,8,13
CXB-213_B067_02,196,879,11,13,65,64,100,93,56,62,214,169,13,20
CXB-213_B067_03,219,979,12,14,72,71,111,104,62,69,239,188,14,22
CXB-213_B067_04,350,1568,19,23,116,114,178,166,100,111,382,301,22,36
CXB-213_B067_05,144,644,8,9,47,47,73,68,41,46,157,123,9,15
CXB-213_C068_01,114,591,8,9,44,43,66,66,35,40,144,112,11,14
CXB-213_C068_02,135,701,9,11,52,51,78,78,42,47,171,133,13,17
CXB-213_C068_03,129,670,9,10,49,49,75,74,40,45,164,127,12,16
CXB-213_C068_04,134,697,9,11,52,51,78,77,41,47,170,132,13,17
CXB-213_C068_05,189,981,13,15,72,72,110,109,58,66,240,185,18,24
CXB-213_D069_01,166,676,13,12,52,47,71,73,39,44,168,134,9,13
CXB-213_D069_02,182,738,15,13,56,51,77,79,43,48,184,147,10,15
CXB-213_D069_03,136,551,11,10,42,38,58,59,32,36,137,110,7,11
CXB-213_D069_04,194,787,16,14,60,54,82,84,46,52,196,157,11,15
CXB-213_D069_05,151,614,12,11,47,42,64,66,36,40,153,122,8,12
CXB-213_D069_06,185,751,15,14,57,52,79,81,44,49,187,149,10,15
CXB-213_E070_01,110,433,5,6,29,27,46,41,26,28,109,94,11,11
CXB-213_E070_02,197,775,9,11,51,49,82,73,47,50,196,168,19,19
CXB-213_E070_03,122,480,6,7,32,30,51,45,29,31,121,104,12,12
CXB-213_E070_04,173,678,8,10,45,43,72,64,41,44,171,147,17,17
CXB-213_E070_05,197,775,9,11,51,49,82,73,47,50,196,168,19,19
CXB-213_F071_01,245,1138,14,14,66,83,121,125,79,81,276,233,20,25
CXB-213_F071_02,253,1175,14,14,68,86,125,129,82,83,285,240,21,26
CXB-213_F071_03,118,547,7,7,32,40,58,60,38,39,133,112,10,12
CXB-213_F071_04,229,1064,13,13,62,78,113,117,74,75,258,218,19,24
CXB-213_F071_05,236,1095,13,13,63,80,116,120,76,78,266,224,20,24
CXB-213_G072_01,149,746,8,9,47,46,79,81,52,54,182,155,14,20
CXB-213_G072_02,219,1096,11,13,69,68,116,119,76,80,268,228,21,29
CXB-213_G072_03,375,1880,19,22,118,116,198,203,130,136,459,391,36,49
CXB-213_G072_04,304,1522,16,18,96,94,161,165,106,111,372,317,29,40
CXB-213_G072_05,353,1767,18,21,111,109,186,191,122,128,431,367,34,46
CXB-214_A073_01,153,728,12,10,52,52,83,80,50,51,179,137,11,13
CXB-214_A073_02,213,1013,17,13,72,72,116,111,70,70,249,190,16,19
CXB-214_A073_03,194,922,15,12,65,65,105,101,63,64,226,173,14,17
CXB-214_A073_04,272,1295,21,17,92,92,148,142,89,90,318,243,20,24
CXB-214_A073_05,202,960,16,13,68,68,110,105,66,67,236,180,15,18
CXB-214_A073_06,216,1030,17,14,73,73,118,113,71,72,253,193,16,19
CXB-214_B074_01,174,835,12,14,53,59,90,99,54,60,202,161,14,16
CXB-214_B074_02,138,664,10,11,42,47,72,79,43,48,161,128,11,13
CXB-214_B074_03,239,1147,17,19,72,81,124,137,74,83,278,221,19,22
CXB-214_B074_04,163,781,12,13,49,55,84,93,51,56,189,151,13,15
CXB-214_B074_05,194,932,14,16,59,66,101,111,60,67,226,180,15,18
CXB-214_B074_06,181,869,13,14,55,61,94,104,56,63,210,168,14,17
CXB-214_C075_01,213,978,15,14,67,75,109,107,60,66,239,191,16,18
CXB-214_C075_02,224,1030,16,15,70,79,115,112,64,70,252,201,17,19
CXB-214_C075_03,184,844,13,12,58,64,94,92,52,57,206,165,14,16
CXB-214_C075_04,249,1143,18,16,78,87,128,125,71,77,280,223,19,22
CXB-214_C075_05,206,948,15,14,65,72,106,103,58,64,232,185,16,18
CXB-214_D076_01,294,1397,17,25,88,92,145,160,92,98,347,282,19,31
CXB-214_D076_02,250,1187,14,21,75,78,123,136,78,83,295,240,16,27
CXB-214_D076_03,137,648,8,12,41,43,67,74,43,45,161,131,9,15
CXB-214_D076_04,163,772,9,14,49,51,80,89,51,54,192,156,11,17
CXB-214_E077_01,130,603,8,9,40,39,65,71,35,42,151,122,9,12
CXB-214_E077_02,127,590,8,9,39,39,64,70,34,41,148,119,9,11
CXB-214_E077_03,151,701,10,10,47,46,76,83,40,49,176,141,10,13
CXB-214_E077_04,277,1283,18,19,85,84,139,151,74,89,321,259,19,25
CXB-214_E077_05,257,1193,16,18,79,78,129,141,69,83,299,241,18,23
CXB-214_E077_06,167,774,11,11,51,51,84,91,45,54,194,156,11,15
CXB-214_F078_01,244,1138,18,16,72,69,107,125,78,74,290,246,20,24
CXB-214_F078_02,188,879,14,12,55,53,82,97,60,57,224,190,16,19
CXB-214_F078_03,298,1392,22,19,87,84,130,153,95,91,355,301,25,30
CXB-214_F078_04,251,1172,18,16,74,71,110,129,80,76,299,253,21,25
CXB-215_A116_01,241,1072,17,20,81,80,117,119,66,69,264,208,14,19
CXB-215_A116_02,224,994,15,18,75,74,108,110,61,64,245,193,13,17
CXB-215_A116_03,160,710,11,13,54,53,77,79,43,46,175,138,9,12
CXB-215_A116_04,238,1058,16,20,80,79,115,117,65,68,261,206,14,19
CXB-215_A116_05,175,778,12,14,59,58,85,86,48,50,192,151,10,14
CXB-215_A116_06,232,1031,16,19,78,77,112,114,63,66,254,200,13,18
CXB-215_B117_01,247,1086,17,22,79,84,116,112,69,67,274,211,14,20
CXB-215_B117_02,179,787,12,16,57,61,84,81,50,49,199,153,10,14
CXB-215_B117_03,221,971,15,20,71,75,104,100,62,60,245,189,13,18
CXB-215_B117_04,211,929,14,19,68,72,99,96,59,58,235,181,12,17
CXB-215_B117_05,173,760,12,16,55,59,81,78,48,47,192,148,10,14
CXB-215_B117_06,177,778,12,16,57,60,83,80,49,48,197,151,10,14
CXB-215_C118_01,225,994,15,16,70,68,104,112,64,67,246,201,11,20
CXB-215_C118_02,196,867,13,14,61,59,91,97,55,58,214,175,10,17
CXB-215_C118_03,196,867,13,14,61,59,91,97,55,58,214,175,10,17
CXB-215_C118_04,163,717,11,12,51,49,75,81,46,48,177,145,8,14
CXB-215_C118_05,192,848,13,14,60,58,89,95,54,57,210,172,10,17
CXB-215_C118_06,155,685,10,11,48,47,72,77,44,46,169,138,8,13
CXB-215_D119_01,172,775,11,12,54,61,85,83,48,52,190,152,12,15
CXB-215_D119_02,249,1123,16,17,78,89,123,120,70,75,275,220,17,21
CXB-215_D119_03,183,824,12,13,57,65,91,88,51,55,202,161,12,16
CXB-215_D119_04,207,934,14,14,65,74,103,100,58,63,229,183,14,18
CXB-215_D119_05,216,976,14,15,68,77,107,105,61,65,239,191,15,19
CXB-215_D119_06,195,881,13,14,61,70,97,94,55,59,216,173,13,17
CXB-215_E120_01,190,855,12,13,61,68,96,98,50,52,209,168,12,18
CXB-215_E120_02,145,653,9,10,47,52,73,75,38,40,159,128,9,14
CXB-215_E120_03,178,804,12,12,57,64,90,92,47,49,196,158,11,17
CXB-215_E120_04,229,1035,15,15,74,82,116,118,60,63,253,203,14,21
CXB-215_E120_05,243,1097,16,16,78,87,123,125,64,67,268,216,15,23
CXB-215_E120_06,235,1060,15,16,76,84,119,121,61,64,259,208,14,22
CXB-216_A125_01,129,564,8,12,39,41,59,67,33,37,140,111,7,9
CXB-216_A125_02,180,788,12,17,55,57,83,93,47,52,196,155,10,13
CXB-216_A125_03,110,483,7,10,34,35,51,57,29,32,120,95,6,8
CXB-216_A125_04,165,722,11,16,50,52,76,86,43,47,179,142,9,12
CXB-216_A125_05,204,896,13,19,62,65,94,106,53,59,223,176,12,14
CXB-216_B126_01,182,772,15,13,60,54,77,86,48,46,197,152,9,15
CXB-216_B126_02,167,708,14,12,55,50,71,79,44,42,181,139,8,14
CXB-216_B126_03,114,484,10,8,38,34,48,54,30,29,124,95,6,9
CXB-216_B126_04,172,729,14,12,57,51,73,81,45,43,186,143,8,14
CXB-216_B126_05,155,658,13,11,51,46,66,73,41,39,168,129,8,13
CXB-217_A079_01,246,1219,17,18,72,69,145,143,80,95,287,249,17,27
CXB-217_A079_02,224,1112,16,16,65,63,132,131,73,87,262,227,16,25
CXB-217_A079_03,197,977,14,14,58,56,116,115,64,76,230,200,14,22
CXB-217_A079_04,160,792,11,11,47,45,94,93,52,62,186,162,11,18
CXB-217_A079_05,310,1539,22,22,91,88,183,181,100,120,362,314,22,34
CXB-217_B080_01,325,1540,22,21,104,86,178,188,103,109,370,309,20,31
CXB-217_B080_02,170,805,11,11,54,45,93,98,54,57,193,161,11,16
CXB-217_B080_03,271,1281,18,18,86,71,148,156,85,91,308,257,17,26
CXB-217_B080_04,197,931,13,13,63,52,108,113,62,66,224,187,12,19
CXB-217_C081_01,186,878,12,11,49,56,99,94,55,65,219,186,15,19
CXB-217_C081_02,256,1204,16,15,67,76,135,129,75,89,300,255,21,26
CXB-217_C081_03,301,1417,19,17,78,90,159,152,89,104,353,300,25,30
CXB-217_C081_04,192,907,12,11,50,57,102,97,57,67,226,192,16,19
CXB-217_C081_05,208,982,13,12,54,62,110,105,61,72,245,208,17,21
CXB-217_C081_06,136,642,8,8,36,41,72,69,40,47,160,136,11,14
CXB-217_D082_01,192,924,11,13,51,56,108,108,59,66,226,190,17,19
CXB-217_D082_02,125,602,7,9,33,37,70,70,38,43,147,124,11,12
CXB-217_D082_03,212,1018,13,14,56,62,119,119,65,73,249,210,19,20
CXB-217_D082_04,140,673,8,10,37,41,79,79,43,48,164,139,12,13
CXB-217_D082_05,154,739,9,11,41,45,86,86,47,53,180,152,14,15
CXB-217_D082_06,216,1037,13,15,57,63,121,121,66,74,253,214,19,21
CXB-217_E083_01,155,757,9,9,41,50,88,88,49,56,184,156,10,16
CXB-217_E083_02,162,790,9,9,43,52,92,92,51,59,193,163,10,17
CXB-217_E083_03,182,886,10,10,48,59,103,103,58,66,216,182,11,19
CXB-217_E083_04,164,798,9,9,44,53,93,93,52,59,195,164,10,17
CXB-217_E083_05,177,861,10,10,47,57,100,100,56,64,210,177,11,19
CXB-217_F084_01,171,836,10,9,52,48,98,103,57,58,203,163,16,18
CXB-217_F084_02,111,541,7,6,34,31,64,67,37,38,131,105,10,12
CXB-217_F084_03,119,580,7,6,36,33,68,72,40,40,141,113,11,13
CXB-217_F084_04,217,1062,13,11,66,60,125,131,73,74,258,207,20,23
CXB-217_F084_05,115,564,7,6,35,32,66,70,39,39,137,110,11,12
CXB-217_F084_06,148,724,9,8,45,41,85,89,50,50,176,141,14,16
CXB-218_A085_01,75,373,4,4,23,25,38,42,27,29,92,75,7,8
CXB-218_A085_02,36,181,2,2,11,12,18,20,13,14,45,36,3,4
CXB-218_A085_03,251,1243,14,13,75,82,126,140,90,97,307,250,23,26
CXB-218_A085_04,536,2655,30,28,161,176,269,299,193,206,655,534,50,55
CXB-218_A085_05,488,2418,27,25,146,160,245,272,176,188,597,486,45,51
CXB-218_A085_06,522,2588,29,27,157,171,262,291,188,201,639,520,48,54
CXB-218_A085_07,506,2508,28,26,152,166,254,282,183,195,619,504,47,52
CXB-218_B086_01,72,347,5,5,26,22,36,41,23,25,81,68,8,8
CXB-218_B086_02,123,590,9,8,44,37,62,70,39,42,138,116,13,13
CXB-218_B086_03,86,412,6,6,31,26,43,49,27,29,96,81,9,9
CXB-218_B086_04,79,377,6,5,28,24,40,44,25,27,88,74,8,9
CXB-218_B086_05,84,404,6,6,30,25,42,48,26,29,94,79,9,9
CXB-218_B086_06,100,481,7,7,36,30,50,57,31,34,112,95,11,11
CXB-218_B086_07,98,471,7,6,35,30,49,55,31,33,110,93,11,11
CXB-218_C087_01,125,603,8,8,40,42,65,66,43,43,147,120,11,11
CXB-218_C087_02,182,878,11,11,58,61,94,96,63,62,215,175,16,16
CXB-218_C087_03,228,1100,14,14,72,76,118,121,79,78,269,219,19,21
CXB-218_C087_04,293,1414,18,18,93,98,152,155,101,100,346,281,25,27
CXB-218_C087_05,149,719,9,9,47,50,77,79,51,51,176,143,13,13
CXB-218_C087_06,150,724,9,9,48,50,78,79,52,51,177,144,13,14
CXB-218_D088_01,217,1015,10,14,74,76,111,111,66,71,249,193,16,23
CXB-218_D088_02,140,657,7,9,48,49,72,72,43,46,161,125,11,15
CXB-218_D088_03,172,806,8,11,59,60,88,88,52,56,198,153,13,18
CXB-218_D088_04,160,749,8,10,55,56,82,82,49,52,184,142,12,17
CXB-218_D088_05,235,1102,11,15,80,82,120,121,72,77,271,210,18,25
CXB-219_A121_01,129,577,8,10,35,39,65,71,36,41,142,111,8,10
CXB-219_A121_02,258,1153,15,19,71,79,131,142,72,82,284,222,17,20
CXB-219_A121_03,362,1617,21,27,99,111,183,199,101,115,398,311,23,28
CXB-219_A121_04,232,1036,13,17,63,71,118,128,65,74,255,199,15,18
CXB-219_A121_05,307,1373,18,23,84,94,156,169,86,98,338,264,20,24
CXB-219_B122_01,357,1654,27,24,102,105,173,195,109,122,407,335,26,30
CXB-219_B122_02,262,1210,20,17,74,77,126,143,80,89,298,245,19,22
CXB-219_B122_03,228,1055,17,15,65,67,110,125,70,78,259,214,17,19
CXB-219_B122_04,206,955,16,14,59,61,100,113,63,70,235,193,15,17
CXB-219_B122_05,193,891,15,13,55,57,93,105,59,66,219,180,14,16
CXB-219_C123_01,209,1027,12,14,58,60,125,124,72,79,250,194,16,20
CXB-219_C123_02,302,1488,18,21,84,87,182,180,104,115,363,281,23,30
CXB-219_C123_03,250,1230,15,17,70,72,150,149,86,95,300,232,19,25
CXB-219_C123_04,283,1394,17,20,79,82,170,169,98,108,340,263,22,28
CXB-219_C123_05,211,1037,13,15,59,61,127,125,73,80,253,196,16,21
CXB-219_D124_01,100,475,5,7,22,30,48,52,33,33,121,101,10,11
CXB-219_D124_02,223,1056,12,16,50,68,108,115,73,74,269,225,22,25
CXB-219_D124_03,367,1735,19,27,82,111,177,189,120,122,442,369,36,41
CXB-219_D124_04,282,1334,15,20,63,86,136,145,92,94,340,284,28,31
CXB-219_D124_05,35,164,2,3,8,11,17,18,11,12,42,35,3,4
CXB-220_A089_01,370,1756,18,20,108,113,199,204,104,134,436,351,31,38
CXB-220_A089_02,297,1409,14,16,87,91,160,164,83,107,350,282,25,31
CXB-220_A089_03,299,1423,15,16,87,91,161,165,84,109,353,285,25,31
CXB-220_A089_04,339,1611,17,18,99,103,182,187,95,123,399,322,29,35
CXB-220_A089_05,361,1715,18,20,105,110,194,199,102,131,425,343,31,38
CXB-220_A089_06,278,1319,14,15,81,85,149,153,78,101,327,264,24,29
CXB-220_B090_01,111,529,6,7,29,34,60,64,35,37,130,108,9,11
CXB-220_B090_02,178,846,10,11,47,54,95,102,56,58,208,172,14,18
CXB-220_B090_03,240,1141,13,15,63,73,129,137,76,79,280,232,19,24
CXB-220_B090_04,237,1130,13,15,63,72,128,136,75,78,278,230,19,24
CXB-220_B090_05,241,1146,13,15,64,73,129,138,76,79,282,233,20,24
CXB-220_B090_06,259,1233,14,16,68,79,139,148,82,85,303,251,21,26
CXB-220_C091_01,331,1462,18,23,89,93,172,163,98,100,364,284,27,31
CXB-220_C091_02,315,1395,17,22,85,89,164,156,93,96,347,270,26,29
CXB-220_C091_03,333,1472,18,24,89,94,173,164,99,101,366,285,28,31
CXB-220_C091_04,118,523,6,8,32,33,61,58,35,36,130,101,10,11
CXB-220_C091_05,315,1395,17,22,85,89,164,156,93,96,347,270,26,29
CXB-220_D092_01,152,761,7,11,44,51,89,95,52,57,179,148,12,17
CXB-220_D092_02,261,1311,12,19,75,89,154,163,89,97,308,256,21,29
CXB-220_D092_03,248,1244,11,18,71,84,146,154,85,92,292,242,20,27
CXB-220_D092_04,232,1163,11,17,67,79,136,144,79,86,273,227,19,25
CXB-220_D092_05,252,1266,12,18,73,86,148,157,86,94,298,247,20,28
CXB-220_E093_01,109,505,8,7,29,33,61,63,33,35,119,97,8,11
CXB-220_E093_02,114,528,8,8,30,35,64,66,35,37,124,101,9,11
CXB-220_E093_03,251,1166,19,17,66,76,142,145,77,81,275,223,19,25
CXB-220_E093_04,239,1111,18,16,63,73,135,138,74,77,262,213,18,23
CXB-220_E093_05,176,819,13,12,46,54,100,102,54,57,193,157,13,17
CXB-220_F094_01,280,1359,18,17,89,93,152,153,87,100,320,272,26,33
CXB-220_F094_02,193,935,12,12,61,64,105,105,60,69,220,187,18,23
CXB-220_F094_03,238,1157,15,15,75,79,129,130,74,85,272,232,22,28
CXB-220_F094_04,132,638,8,8,42,43,71,72,41,47,150,128,12,16
CXB-220_F094_05,283,1371,18,17,89,93,153,154,88,101,322,275,26,34
CXB-220_G095_01,158,715,10,12,46,49,79,85,44,49,177,144,9,12
CXB-220_G095_02,175,794,11,13,50,54,88,94,49,54,197,160,11,13
CXB-220_G095_03,165,747,11,12,48,51,83,88,46,51,185,150,10,13
CXB-220_G095_04,261,1183,17,19,75,80,131,140,72,81,293,238,16,20
CXB-220_G095_05,275,1246,18,20,79,85,138,148,76,85,309,251,16,21
CXB-222_A096_01,241,1186,15,13,82,83,130,132,76,83,275,237,26,33
CXB-222_A096_02,94,463,6,5,32,32,51,52,30,32,108,93,10,13
CXB-222_A096_03,328,1611,21,17,111,113,177,180,104,112,374,322,35,45
CXB-222_A096_04,172,846,11,9,58,59,93,94,55,59,196,169,19,24
CXB-222_A096_05,130,642,8,7,44,45,71,72,41,45,149,128,14,18
CXB-222_A096_06,110,540,7,6,37,38,59,60,35,38,125,108,12,15
